"laureate_id","Category","Affiliation_Name","Award_Year","Motivation","Date_Awarded","Award_City","Award_Country","Award_Lat","Award_Lon"
"303","Physiology or Medicine","Berne University","1909","for his work on the physiology, pathology and surgery of the thyroid gland","1909-10-28","Bern","Switzerland",46.798562,8.231973
"13","Physics","Marconi Wireless Telegraph Co. Ltd.","1909","in recognition of their contributions to the development of wireless telegraphy","1909-11-09","London","United Kingdom",54.6,-2.0
"14","Physics","Strasbourg University","1909","in recognition of their contributions to the development of wireless telegraphy","1909-11-09","Strasbourg","France",47.0,2.0
"475","Peace","","1909","for their prominent position in the international movement for peace and arbitration","1909-12-10","","","",""
"476","Peace","","1909","for their prominent position in the international movement for peace and arbitration","1909-12-10","","","",""
"579","Literature","","1909","in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings","1909-11-11","","","",""
"168","Chemistry","Leipzig University","1909","in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction","1909-11-09","Leipzig","Germany",51.0,10.0
"301","Physiology or Medicine","Institut Pasteur","1908","in recognition of their work on immunity","1908-10-29","Paris","France",47.0,2.0
"302","Physiology or Medicine","Goettingen University","1908","in recognition of their work on immunity","1908-10-29","Göttingen","Germany",51.0,10.0
"12","Physics","Sorbonne University","1908","for his method of reproducing colours photographically based on the phenomenon of interference","1908-11-10","Paris","France",47.0,2.0
"473","Peace","","1908","for their long time work for the cause of peace as politicians, peace society leaders, orators and authors","1908-12-10","","","",""
"474","Peace","","1908","for their long time work for the cause of peace as politicians, peace society leaders, orators and authors","1908-12-10","","","",""
"578","Literature","","1908","in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life","1908-11-12","","","",""
"167","Chemistry","Victoria University","1908","for his investigations into the disintegration of the elements, and the chemistry of radioactive substances","1908-11-10","Manchester","United Kingdom",54.6,-2.0
"300","Physiology or Medicine","Institut Pasteur","1907","in recognition of his work on the role played by protozoa in causing diseases","1907-10-31","Paris","France",47.0,2.0
"11","Physics","University of Chicago","1907","for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid","1907-11-12","Chicago, IL","USA",39.828175,-98.5795
"471","Peace","","1907","for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy","1907-12-10","","","",""
"472","Peace","Sorbonne University","1907","for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences","1907-12-10","Paris","France",47.0,2.0
"577","Literature","","1907","in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author","1907-11-07","","","",""
"166","Chemistry","Landwirtschaftliche Hochschule (Agricultural College)","1907","for his biochemical researches and his discovery of cell-free fermentation","1907-11-12","Berlin","Germany",51.0,10.0
"298","Physiology or Medicine","Pavia University","1906","in recognition of their work on the structure of the nervous system","1906-10-25","Pavia","Italy",42.5,12.5
"299","Physiology or Medicine","Madrid University","1906","in recognition of their work on the structure of the nervous system","1906-10-25","Madrid","Spain",40.2,-3.5
"10","Physics","University of Cambridge","1906","in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases","1906-11-12","Cambridge","United Kingdom",54.6,-2.0
"470","Peace","","1906","for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia","1906-12-10","","","",""
"576","Literature","","1906","not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces","1906-11-08","","","",""
"165","Chemistry","Sorbonne University","1906","in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him","1906-11-12","Paris","France",47.0,2.0
"297","Physiology or Medicine","Institute for Infectious Diseases","1905","for his investigations and discoveries in relation to tuberculosis","","Berlin","Germany",51.0,10.0
"9","Physics","Kiel University","1905","for his work on cathode rays","","Kiel","Germany",51.0,10.0
"468","Peace","","1905","for her audacity to oppose the horrors of war","1905-12-10","","","",""
"575","Literature","","1905","because of his outstanding merits as an epic writer","","","","",""
"164","Chemistry","Munich University","1905","in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds","","Munich","Germany",51.0,10.0
"296","Physiology or Medicine","Military Medical Academy","1904","in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged","1904-10-20","St. Petersburg","Russia",66.416667,94.25
"8","Physics","Royal Institution of Great Britain","1904","for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies","1904-11-08","London","United Kingdom",54.6,-2.0
"467","Peace","","1904","for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane","1904-12-10","","","",""
"573","Literature","","1904","in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist","1904-11-17","","","",""
"574","Literature","","1904","in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama","1904-11-17","","","",""
"163","Chemistry","University College","1904","in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system","1904-11-08","London","United Kingdom",54.6,-2.0
"295","Physiology or Medicine","Finsen Medical Light Institute","1903","in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science","1903-10-15","Copenhagen","Denmark",56.0,10.0
"4","Physics","École Polytechnique","1903","in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity","1903-11-12","Paris","France",47.0,2.0
"5","Physics","École municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry)","1903","in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel","1903-11-12","Paris","France",47.0,2.0
